Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
South Lanarkshire,HSC partnership,219,Aged 65 to 74,89,-59.4,05-Apr-20
South Lanarkshire,HSC partnership,207,Aged 75 to 84,121,-41.5,05-Apr-20
South Lanarkshire,HSC partnership,117.5,Aged 85 and over,51,-56.6,05-Apr-20
South Lanarkshire,HSC partnership,151,Aged under 5,54,-64.2,05-Apr-20
West Dunbartonshire,HSC partnership,128.5,Aged 15 to 44,47,-63.4,05-Apr-20
West Dunbartonshire,HSC partnership,80,Aged 45 to 64,41,-48.8,05-Apr-20
West Dunbartonshire,HSC partnership,29,Aged 5 to 14,6,-79.3,05-Apr-20
West Dunbartonshire,HSC partnership,32.5,Aged 65 to 74,14,-56.9,05-Apr-20
West Dunbartonshire,HSC partnership,37,Aged 75 to 84,10,-73,05-Apr-20
West Dunbartonshire,HSC partnership,17,Aged 85 and over,9,-47.1,05-Apr-20
West Dunbartonshire,HSC partnership,45.5,Aged under 5,8,-82.4,05-Apr-20
West Lothian,HSC partnership,394,Aged 15 to 44,174,-55.8,05-Apr-20
West Lothian,HSC partnership,240,Aged 45 to 64,139,-42.1,05-Apr-20
West Lothian,HSC partnership,89,Aged 5 to 14,37,-58.4,05-Apr-20
West Lothian,HSC partnership,95,Aged 65 to 74,51,-46.3,05-Apr-20
West Lothian,HSC partnership,77.5,Aged 75 to 84,47,-39.4,05-Apr-20
West Lothian,HSC partnership,39.5,Aged 85 and over,17,-57,05-Apr-20
West Lothian,HSC partnership,86.5,Aged under 5,49,-43.4,05-Apr-20
Western Isles,HSC partnership,44.5,Aged 15 to 44,11,-75.3,05-Apr-20
Western Isles,HSC partnership,31,Aged 45 to 64,10,-67.7,05-Apr-20
Aberdeen City,HSC partnership,341.5,Aged 15 to 44,158,-53.7,12-Apr-20
Aberdeen City,HSC partnership,174,Aged 45 to 64,113,-35.1,12-Apr-20
Aberdeen City,HSC partnership,84,Aged 5 to 14,27,-67.9,12-Apr-20
Aberdeen City,HSC partnership,61.5,Aged 65 to 74,44,-28.5,12-Apr-20
Aberdeen City,HSC partnership,57.5,Aged 75 to 84,47,-18.3,12-Apr-20
Aberdeen City,HSC partnership,36,Aged 85 and over,33,-8.3,12-Apr-20
Aberdeen City,HSC partnership,84.5,Aged under 5,38,-55,12-Apr-20
Aberdeenshire,HSC partnership,173,Aged 15 to 44,82,-52.6,12-Apr-20
Aberdeenshire,HSC partnership,104.5,Aged 45 to 64,81,-22.5,12-Apr-20
Aberdeenshire,HSC partnership,62.5,Aged 5 to 14,28,-55.2,12-Apr-20
Aberdeenshire,HSC partnership,57,Aged 65 to 74,41,-28.1,12-Apr-20
Aberdeenshire,HSC partnership,44.5,Aged 75 to 84,30,-32.6,12-Apr-20
Aberdeenshire,HSC partnership,33,Aged 85 and over,28,-15.2,12-Apr-20
Aberdeenshire,HSC partnership,52,Aged under 5,12,-76.9,12-Apr-20
Angus,HSC partnership,82.5,Aged 15 to 44,27,-67.3,12-Apr-20
Angus,HSC partnership,44,Aged 45 to 64,26,-40.9,12-Apr-20
Angus,HSC partnership,22,Aged 5 to 14,7,-68.2,12-Apr-20
Angus,HSC partnership,25,Aged 65 to 74,9,-64,12-Apr-20
Angus,HSC partnership,13.5,Aged 75 to 84,13,-3.7,12-Apr-20
Angus,HSC partnership,14.5,Aged 85 and over,17,17.2,12-Apr-20
Angus,HSC partnership,15,Aged under 5,9,-40,12-Apr-20
Argyll & Bute,HSC partnership,68.5,Aged 15 to 44,33,-51.8,12-Apr-20
Argyll & Bute,HSC partnership,48,Aged 45 to 64,28,-41.7,12-Apr-20
Argyll & Bute,HSC partnership,22,Aged 5 to 14,6,-72.7,12-Apr-20
Argyll & Bute,HSC partnership,35.5,Aged 65 to 74,8,-77.5,12-Apr-20
Argyll & Bute,HSC partnership,29.5,Aged 75 to 84,5,-83.1,12-Apr-20
Argyll & Bute,HSC partnership,12.5,Aged 85 and over,11,-12,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,173,Aged 15 to 44,53,-69.4,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,96.5,Aged 45 to 64,51,-47.2,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,32,Aged 5 to 14,6,-81.2,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,45.5,Aged 65 to 74,25,-45.1,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,44.5,Aged 75 to 84,24,-46.1,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,24,Aged 85 and over,15,-37.5,12-Apr-20
Clackmannanshire & Stirling,HSC partnership,31,Aged under 5,8,-74.2,12-Apr-20
Dumfries & Galloway,HSC partnership,315.5,Aged 15 to 44,120,-62,12-Apr-20
Dumfries & Galloway,HSC partnership,189,Aged 45 to 64,118,-37.6,12-Apr-20
Dumfries & Galloway,HSC partnership,73.5,Aged 5 to 14,26,-64.6,12-Apr-20
Dumfries & Galloway,HSC partnership,98,Aged 65 to 74,52,-46.9,12-Apr-20
Dumfries & Galloway,HSC partnership,101.5,Aged 75 to 84,76,-25.1,12-Apr-20
Dumfries & Galloway,HSC partnership,47,Aged 85 and over,31,-34,12-Apr-20
Dumfries & Galloway,HSC partnership,67.5,Aged under 5,15,-77.8,12-Apr-20
Dundee City,HSC partnership,243,Aged 15 to 44,117,-51.9,12-Apr-20
Dundee City,HSC partnership,120,Aged 45 to 64,54,-55,12-Apr-20
Dundee City,HSC partnership,47.5,Aged 5 to 14,17,-64.2,12-Apr-20
Dundee City,HSC partnership,43.5,Aged 65 to 74,15,-65.5,12-Apr-20
Dundee City,HSC partnership,36.5,Aged 75 to 84,21,-42.5,12-Apr-20
Dundee City,HSC partnership,19,Aged 85 and over,13,-31.6,12-Apr-20
Dundee City,HSC partnership,44.5,Aged under 5,18,-59.6,12-Apr-20
East Ayrshire,HSC partnership,243,Aged 15 to 44,104,-57.2,12-Apr-20
East Ayrshire,HSC partnership,161,Aged 45 to 64,101,-37.3,12-Apr-20
East Ayrshire,HSC partnership,74.5,Aged 5 to 14,21,-71.8,12-Apr-20
East Ayrshire,HSC partnership,73,Aged 65 to 74,48,-34.2,12-Apr-20
East Ayrshire,HSC partnership,58,Aged 75 to 84,37,-36.2,12-Apr-20
East Ayrshire,HSC partnership,30,Aged 85 and over,22,-26.7,12-Apr-20
East Ayrshire,HSC partnership,63,Aged under 5,32,-49.2,12-Apr-20
East Dunbartonshire,HSC partnership,106.5,Aged 15 to 44,33,-69,12-Apr-20
East Dunbartonshire,HSC partnership,81.5,Aged 45 to 64,34,-58.3,12-Apr-20
East Dunbartonshire,HSC partnership,32.5,Aged 5 to 14,12,-63.1,12-Apr-20
East Dunbartonshire,HSC partnership,34,Aged 65 to 74,14,-58.8,12-Apr-20
East Dunbartonshire,HSC partnership,43.5,Aged 75 to 84,28,-35.6,12-Apr-20
East Dunbartonshire,HSC partnership,36,Aged 85 and over,17,-52.8,12-Apr-20
East Dunbartonshire,HSC partnership,48.5,Aged under 5,17,-64.9,12-Apr-20
East Lothian,HSC partnership,134.5,Aged 15 to 44,74,-45,12-Apr-20
East Lothian,HSC partnership,79.5,Aged 45 to 64,47,-40.9,12-Apr-20
East Lothian,HSC partnership,58.5,Aged 5 to 14,29,-50.4,12-Apr-20
East Lothian,HSC partnership,35,Aged 65 to 74,33,-5.7,12-Apr-20
East Lothian,HSC partnership,34.5,Aged 75 to 84,31,-10.1,12-Apr-20
East Lothian,HSC partnership,25,Aged 85 and over,18,-28,12-Apr-20
East Lothian,HSC partnership,73,Aged under 5,30,-58.9,12-Apr-20
East Renfrewshire,HSC partnership,108,Aged 15 to 44,53,-50.9,12-Apr-20
East Renfrewshire,HSC partnership,69.5,Aged 45 to 64,43,-38.1,12-Apr-20
East Renfrewshire,HSC partnership,38.5,Aged 5 to 14,11,-71.4,12-Apr-20
East Renfrewshire,HSC partnership,43,Aged 65 to 74,21,-51.2,12-Apr-20
East Renfrewshire,HSC partnership,32.5,Aged 75 to 84,19,-41.5,12-Apr-20
East Renfrewshire,HSC partnership,30.5,Aged 85 and over,18,-41,12-Apr-20
East Renfrewshire,HSC partnership,53,Aged under 5,11,-79.2,12-Apr-20
Edinburgh,HSC partnership,660,Aged 15 to 44,294,-55.5,12-Apr-20
Edinburgh,HSC partnership,369,Aged 45 to 64,217,-41.2,12-Apr-20
Edinburgh,HSC partnership,222,Aged 5 to 14,104,-53.2,12-Apr-20
Edinburgh,HSC partnership,125.5,Aged 65 to 74,81,-35.5,12-Apr-20
Edinburgh,HSC partnership,129,Aged 75 to 84,85,-34.1,12-Apr-20
Edinburgh,HSC partnership,96.5,Aged 85 and over,66,-31.6,12-Apr-20
Edinburgh,HSC partnership,332,Aged under 5,133,-59.9,12-Apr-20
Falkirk,HSC partnership,269.5,Aged 15 to 44,122,-54.7,12-Apr-20
Falkirk,HSC partnership,176,Aged 45 to 64,72,-59.1,12-Apr-20
Falkirk,HSC partnership,56,Aged 5 to 14,13,-76.8,12-Apr-20
Falkirk,HSC partnership,74,Aged 65 to 74,35,-52.7,12-Apr-20
Falkirk,HSC partnership,63,Aged 75 to 84,36,-42.9,12-Apr-20
Falkirk,HSC partnership,32,Aged 85 and over,15,-53.1,12-Apr-20
Falkirk,HSC partnership,63.5,Aged under 5,20,-68.5,12-Apr-20
Fife,HSC partnership,508,Aged 15 to 44,191,-62.4,12-Apr-20
Fife,HSC partnership,320.5,Aged 45 to 64,114,-64.4,12-Apr-20
Fife,HSC partnership,109.5,Aged 5 to 14,30,-72.6,12-Apr-20
Fife,HSC partnership,135,Aged 65 to 74,50,-63,12-Apr-20
Fife,HSC partnership,134,Aged 75 to 84,57,-57.5,12-Apr-20
Fife,HSC partnership,76.5,Aged 85 and over,37,-51.6,12-Apr-20
Fife,HSC partnership,116.5,Aged under 5,47,-59.7,12-Apr-20
Glasgow City,HSC partnership,1343.5,Aged 15 to 44,490,-63.5,12-Apr-20
Glasgow City,HSC partnership,731.5,Aged 45 to 64,358,-51.1,12-Apr-20
Glasgow City,HSC partnership,269.5,Aged 5 to 14,51,-81.1,12-Apr-20
Glasgow City,HSC partnership,238,Aged 65 to 74,131,-45,12-Apr-20
Glasgow City,HSC partnership,233,Aged 75 to 84,123,-47.2,12-Apr-20
Glasgow City,HSC partnership,104.5,Aged 85 and over,66,-36.8,12-Apr-20
Glasgow City,HSC partnership,385.5,Aged under 5,97,-74.8,12-Apr-20
Highland,HSC partnership,351.5,Aged 15 to 44,144,-59,12-Apr-20
Highland,HSC partnership,207.5,Aged 45 to 64,113,-45.5,12-Apr-20
Highland,HSC partnership,80,Aged 5 to 14,21,-73.8,12-Apr-20
Highland,HSC partnership,94.5,Aged 65 to 74,48,-49.2,12-Apr-20
Highland,HSC partnership,79.5,Aged 75 to 84,40,-49.7,12-Apr-20
Highland,HSC partnership,46.5,Aged 85 and over,19,-59.1,12-Apr-20
Highland,HSC partnership,68,Aged under 5,39,-42.6,12-Apr-20
Inverclyde,HSC partnership,197,Aged 15 to 44,68,-65.5,12-Apr-20
Inverclyde,HSC partnership,140,Aged 45 to 64,58,-58.6,12-Apr-20
Inverclyde,HSC partnership,36.5,Aged 5 to 14,6,-83.6,12-Apr-20
Inverclyde,HSC partnership,58.5,Aged 65 to 74,17,-70.9,12-Apr-20
Inverclyde,HSC partnership,50,Aged 75 to 84,30,-40,12-Apr-20
Inverclyde,HSC partnership,31.5,Aged 85 and over,14,-55.6,12-Apr-20
Inverclyde,HSC partnership,40,Aged under 5,9,-77.5,12-Apr-20
Midlothian,HSC partnership,147,Aged 15 to 44,78,-46.9,12-Apr-20
Midlothian,HSC partnership,97.5,Aged 45 to 64,39,-60,12-Apr-20
Midlothian,HSC partnership,54.5,Aged 5 to 14,30,-45,12-Apr-20
Midlothian,HSC partnership,51,Aged 65 to 74,27,-47.1,12-Apr-20
Midlothian,HSC partnership,43,Aged 75 to 84,24,-44.2,12-Apr-20
Midlothian,HSC partnership,25.5,Aged 85 and over,14,-45.1,12-Apr-20
Midlothian,HSC partnership,82.5,Aged under 5,43,-47.9,12-Apr-20
Moray,HSC partnership,155.5,Aged 15 to 44,86,-44.7,12-Apr-20
Moray,HSC partnership,97.5,Aged 45 to 64,67,-31.3,12-Apr-20
Moray,HSC partnership,41,Aged 5 to 14,10,-75.6,12-Apr-20
Moray,HSC partnership,47,Aged 65 to 74,31,-34,12-Apr-20
Moray,HSC partnership,46,Aged 75 to 84,31,-32.6,12-Apr-20
Moray,HSC partnership,19.5,Aged 85 and over,18,-7.7,12-Apr-20
Moray,HSC partnership,26.5,Aged under 5,15,-43.4,12-Apr-20
NHS Ayrshire & Arran,Health board,749,Aged 15 to 44,327,-56.3,12-Apr-20
NHS Ayrshire & Arran,Health board,483.5,Aged 45 to 64,298,-38.4,12-Apr-20
NHS Ayrshire & Arran,Health board,217.5,Aged 5 to 14,72,-66.9,12-Apr-20
NHS Ayrshire & Arran,Health board,218.5,Aged 65 to 74,133,-39.1,12-Apr-20
NHS Ayrshire & Arran,Health board,193.5,Aged 75 to 84,128,-33.9,12-Apr-20
NHS Ayrshire & Arran,Health board,113,Aged 85 and over,70,-38.1,12-Apr-20
NHS Ayrshire & Arran,Health board,202.5,Aged under 5,99,-51.1,12-Apr-20
NHS Borders,Health board,183.5,Aged 15 to 44,85,-53.7,12-Apr-20
NHS Borders,Health board,137.5,Aged 45 to 64,100,-27.3,12-Apr-20
NHS Borders,Health board,45.5,Aged 5 to 14,9,-80.2,12-Apr-20
NHS Borders,Health board,76,Aged 65 to 74,33,-56.6,12-Apr-20
NHS Borders,Health board,77,Aged 75 to 84,36,-53.2,12-Apr-20
NHS Borders,Health board,46,Aged 85 and over,31,-32.6,12-Apr-20
NHS Borders,Health board,27.5,Aged under 5,13,-52.7,12-Apr-20
NHS Dumfries & Galloway,Health board,327.5,Aged 15 to 44,124,-62.1,12-Apr-20
NHS Dumfries & Galloway,Health board,205,Aged 45 to 64,121,-41,12-Apr-20
NHS Dumfries & Galloway,Health board,81,Aged 5 to 14,26,-67.9,12-Apr-20
NHS Dumfries & Galloway,Health board,106,Aged 65 to 74,53,-50,12-Apr-20
NHS Dumfries & Galloway,Health board,107,Aged 75 to 84,76,-29,12-Apr-20
NHS Dumfries & Galloway,Health board,47.5,Aged 85 and over,32,-32.6,12-Apr-20
NHS Dumfries & Galloway,Health board,77,Aged under 5,17,-77.9,12-Apr-20
NHS Fife,Health board,463,Aged 15 to 44,177,-61.8,12-Apr-20
NHS Fife,Health board,292,Aged 45 to 64,103,-64.7,12-Apr-20
NHS Fife,Health board,93.5,Aged 5 to 14,28,-70.1,12-Apr-20
NHS Fife,Health board,125.5,Aged 65 to 74,40,-68.1,12-Apr-20
NHS Fife,Health board,120.5,Aged 75 to 84,55,-54.4,12-Apr-20
NHS Fife,Health board,68,Aged 85 and over,37,-45.6,12-Apr-20
NHS Fife,Health board,100,Aged under 5,39,-61,12-Apr-20
NHS Forth Valley,Health board,441,Aged 15 to 44,178,-59.6,12-Apr-20
NHS Forth Valley,Health board,281.5,Aged 45 to 64,125,-55.6,12-Apr-20
NHS Forth Valley,Health board,85,Aged 5 to 14,17,-80,12-Apr-20
NHS Forth Valley,Health board,126.5,Aged 65 to 74,62,-51,12-Apr-20
NHS Forth Valley,Health board,112,Aged 75 to 84,62,-44.6,12-Apr-20
NHS Forth Valley,Health board,57,Aged 85 and over,29,-49.1,12-Apr-20
NHS Forth Valley,Health board,94.5,Aged under 5,30,-68.3,12-Apr-20
NHS Grampian,Health board,682,Aged 15 to 44,322,-52.8,12-Apr-20
NHS Grampian,Health board,376.5,Aged 45 to 64,261,-30.7,12-Apr-20
NHS Grampian,Health board,183.5,Aged 5 to 14,66,-64,12-Apr-20
NHS Grampian,Health board,161,Aged 65 to 74,117,-27.3,12-Apr-20
NHS Grampian,Health board,148,Aged 75 to 84,109,-26.4,12-Apr-20
NHS Grampian,Health board,89,Aged 85 and over,79,-11.2,12-Apr-20
NHS Grampian,Health board,161,Aged under 5,66,-59,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,2485,Aged 15 to 44,865,-65.2,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,1519.5,Aged 45 to 64,646,-57.5,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,560,Aged 5 to 14,150,-73.2,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,566.5,Aged 65 to 74,253,-55.3,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,525,Aged 75 to 84,283,-46.1,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,292,Aged 85 and over,155,-46.9,12-Apr-20
NHS Greater Glasgow & Clyde,Health board,779,Aged under 5,188,-75.9,12-Apr-20
NHS Highland,Health board,401.5,Aged 15 to 44,176,-56.2,12-Apr-20
NHS Highland,Health board,248.5,Aged 45 to 64,138,-44.5,12-Apr-20
NHS Highland,Health board,97,Aged 5 to 14,25,-74.2,12-Apr-20
NHS Highland,Health board,119.5,Aged 65 to 74,53,-55.6,12-Apr-20
NHS Highland,Health board,97,Aged 75 to 84,42,-56.7,12-Apr-20
NHS Highland,Health board,53.5,Aged 85 and over,25,-53.3,12-Apr-20
NHS Highland,Health board,80.5,Aged under 5,40,-50.3,12-Apr-20
NHS Lanarkshire,Health board,1389.5,Aged 15 to 44,615,-55.7,12-Apr-20
NHS Lanarkshire,Health board,1025,Aged 45 to 64,593,-42.1,12-Apr-20
NHS Lanarkshire,Health board,245,Aged 5 to 14,94,-61.6,12-Apr-20
NHS Lanarkshire,Health board,438.5,Aged 65 to 74,238,-45.7,12-Apr-20
NHS Lanarkshire,Health board,380.5,Aged 75 to 84,195,-48.8,12-Apr-20
NHS Lanarkshire,Health board,169,Aged 85 and over,91,-46.2,12-Apr-20
NHS Lanarkshire,Health board,205,Aged under 5,90,-56.1,12-Apr-20
NHS Lothian,Health board,1373,Aged 15 to 44,650,-52.7,12-Apr-20
NHS Lothian,Health board,812.5,Aged 45 to 64,449,-44.7,12-Apr-20
NHS Lothian,Health board,450,Aged 5 to 14,228,-49.3,12-Apr-20
NHS Lothian,Health board,300.5,Aged 65 to 74,194,-35.4,12-Apr-20
NHS Lothian,Health board,283.5,Aged 75 to 84,182,-35.8,12-Apr-20
NHS Lothian,Health board,180,Aged 85 and over,115,-36.1,12-Apr-20
NHS Lothian,Health board,576,Aged under 5,249,-56.8,12-Apr-20
NHS Orkney,Health board,46.5,Aged 15 to 44,14,-69.9,12-Apr-20
NHS Orkney,Health board,27,Aged 45 to 64,15,-44.4,12-Apr-20
NHS Orkney,Health board,18,Aged 65 to 74,5,-72.2,12-Apr-20
NHS Shetland,Health board,45.5,Aged 15 to 44,27,-40.7,12-Apr-20
NHS Shetland,Health board,34,Aged 45 to 64,18,-47.1,12-Apr-20
NHS Shetland,Health board,18,Aged 65 to 74,8,-55.6,12-Apr-20
NHS Shetland,Health board,18,Aged 75 to 84,6,-66.7,12-Apr-20
NHS Shetland,Health board,4.5,Aged 85 and over,6,33.3,12-Apr-20
NHS Shetland,Health board,13.5,Aged under 5,8,-40.7,12-Apr-20
NHS Tayside,Health board,569.5,Aged 15 to 44,234,-58.9,12-Apr-20
NHS Tayside,Health board,297,Aged 45 to 64,151,-49.2,12-Apr-20
NHS Tayside,Health board,118.5,Aged 5 to 14,40,-66.2,12-Apr-20
NHS Tayside,Health board,125.5,Aged 65 to 74,59,-53,12-Apr-20
NHS Tayside,Health board,122,Aged 75 to 84,59,-51.6,12-Apr-20
NHS Tayside,Health board,82.5,Aged 85 and over,48,-41.8,12-Apr-20
NHS Tayside,Health board,113.5,Aged under 5,50,-55.9,12-Apr-20
NHS Western Isles,Health board,38,Aged 15 to 44,7,-81.6,12-Apr-20
NHS Western Isles,Health board,22,Aged 45 to 64,10,-54.5,12-Apr-20
NHS Western Isles,Health board,16,Aged 65 to 74,5,-68.8,12-Apr-20
NHS Western Isles,Health board,15.5,Aged 75 to 84,11,-29,12-Apr-20
North Ayrshire,HSC partnership,266.5,Aged 15 to 44,129,-51.6,12-Apr-20
North Ayrshire,HSC partnership,184.5,Aged 45 to 64,108,-41.5,12-Apr-20
North Ayrshire,HSC partnership,61.5,Aged 5 to 14,27,-56.1,12-Apr-20
North Ayrshire,HSC partnership,76,Aged 65 to 74,48,-36.8,12-Apr-20
North Ayrshire,HSC partnership,70.5,Aged 75 to 84,49,-30.5,12-Apr-20
North Ayrshire,HSC partnership,39,Aged 85 and over,23,-41,12-Apr-20
North Ayrshire,HSC partnership,79.5,Aged under 5,30,-62.3,12-Apr-20
North Lanarkshire,HSC partnership,809.5,Aged 15 to 44,358,-55.8,12-Apr-20
North Lanarkshire,HSC partnership,598,Aged 45 to 64,307,-48.7,12-Apr-20
North Lanarkshire,HSC partnership,158,Aged 5 to 14,58,-63.3,12-Apr-20
North Lanarkshire,HSC partnership,229,Aged 65 to 74,141,-38.4,12-Apr-20
North Lanarkshire,HSC partnership,206,Aged 75 to 84,112,-45.6,12-Apr-20
North Lanarkshire,HSC partnership,81.5,Aged 85 and over,39,-52.1,12-Apr-20
North Lanarkshire,HSC partnership,152.5,Aged under 5,63,-58.7,12-Apr-20
Orkney Islands,HSC partnership,43,Aged 15 to 44,13,-69.8,12-Apr-20
Orkney Islands,HSC partnership,27,Aged 45 to 64,14,-48.1,12-Apr-20
Orkney Islands,HSC partnership,18,Aged 65 to 74,5,-72.2,12-Apr-20
Perth & Kinross,HSC partnership,195,Aged 15 to 44,69,-64.6,12-Apr-20
Perth & Kinross,HSC partnership,116.5,Aged 45 to 64,61,-47.6,12-Apr-20
Perth & Kinross,HSC partnership,43,Aged 5 to 14,15,-65.1,12-Apr-20
Perth & Kinross,HSC partnership,47,Aged 65 to 74,28,-40.4,12-Apr-20
Perth & Kinross,HSC partnership,52,Aged 75 to 84,23,-55.8,12-Apr-20
Perth & Kinross,HSC partnership,40,Aged 85 and over,14,-65,12-Apr-20
Perth & Kinross,HSC partnership,40,Aged under 5,21,-47.5,12-Apr-20
Renfrewshire,HSC partnership,390,Aged 15 to 44,140,-64.1,12-Apr-20
Renfrewshire,HSC partnership,281,Aged 45 to 64,78,-72.2,12-Apr-20
Renfrewshire,HSC partnership,86.5,Aged 5 to 14,30,-65.3,12-Apr-20
Renfrewshire,HSC partnership,111,Aged 65 to 74,35,-68.5,12-Apr-20
Renfrewshire,HSC partnership,109,Aged 75 to 84,38,-65.1,12-Apr-20
Renfrewshire,HSC partnership,53,Aged 85 and over,24,-54.7,12-Apr-20
Renfrewshire,HSC partnership,95.5,Aged under 5,14,-85.3,12-Apr-20
Scotland,Scotland,9194.5,Aged 15 to 44,3801,-58.7,12-Apr-20
Scotland,Scotland,5761.5,Aged 45 to 64,3028,-47.4,12-Apr-20
Scotland,Scotland,2212.5,Aged 5 to 14,765,-65.4,12-Apr-20
Scotland,Scotland,2416,Aged 65 to 74,1253,-48.1,12-Apr-20
Scotland,Scotland,2214.5,Aged 75 to 84,1248,-43.6,12-Apr-20
Scotland,Scotland,1216,Aged 85 and over,721,-40.7,12-Apr-20
Scotland,Scotland,2444.5,Aged under 5,895,-63.4,12-Apr-20
Scottish Borders,HSC partnership,174.5,Aged 15 to 44,85,-51.3,12-Apr-20
Scottish Borders,HSC partnership,135.5,Aged 45 to 64,104,-23.2,12-Apr-20
Scottish Borders,HSC partnership,45.5,Aged 5 to 14,10,-78,12-Apr-20
Scottish Borders,HSC partnership,75.5,Aged 65 to 74,34,-55,12-Apr-20
Scottish Borders,HSC partnership,78,Aged 75 to 84,35,-55.1,12-Apr-20
Scottish Borders,HSC partnership,44,Aged 85 and over,30,-31.8,12-Apr-20
Scottish Borders,HSC partnership,29.5,Aged under 5,13,-55.9,12-Apr-20
Shetland Islands,HSC partnership,45,Aged 15 to 44,27,-40,12-Apr-20
Shetland Islands,HSC partnership,33,Aged 45 to 64,18,-45.5,12-Apr-20
Shetland Islands,HSC partnership,18,Aged 65 to 74,8,-55.6,12-Apr-20
Shetland Islands,HSC partnership,18,Aged 75 to 84,6,-66.7,12-Apr-20
Shetland Islands,HSC partnership,4.5,Aged 85 and over,6,33.3,12-Apr-20
Shetland Islands,HSC partnership,13.5,Aged under 5,8,-40.7,12-Apr-20
South Ayrshire,HSC partnership,235,Aged 15 to 44,102,-56.6,12-Apr-20
South Ayrshire,HSC partnership,146,Aged 45 to 64,93,-36.3,12-Apr-20
South Ayrshire,HSC partnership,67.5,Aged 5 to 14,28,-58.5,12-Apr-20
South Ayrshire,HSC partnership,73,Aged 65 to 74,39,-46.6,12-Apr-20
South Ayrshire,HSC partnership,68,Aged 75 to 84,48,-29.4,12-Apr-20
South Ayrshire,HSC partnership,47.5,Aged 85 and over,29,-38.9,12-Apr-20
South Ayrshire,HSC partnership,61.5,Aged under 5,37,-39.8,12-Apr-20
South Lanarkshire,HSC partnership,696,Aged 15 to 44,283,-59.3,12-Apr-20
South Lanarkshire,HSC partnership,498.5,Aged 45 to 64,302,-39.4,12-Apr-20
South Lanarkshire,HSC partnership,133.5,Aged 5 to 14,58,-56.6,12-Apr-20
South Lanarkshire,HSC partnership,226,Aged 65 to 74,108,-52.2,12-Apr-20
South Lanarkshire,HSC partnership,193.5,Aged 75 to 84,106,-45.2,12-Apr-20
South Lanarkshire,HSC partnership,97,Aged 85 and over,59,-39.2,12-Apr-20
South Lanarkshire,HSC partnership,135,Aged under 5,53,-60.7,12-Apr-20
West Dunbartonshire,HSC partnership,131,Aged 15 to 44,42,-67.9,12-Apr-20
West Dunbartonshire,HSC partnership,93.5,Aged 45 to 64,46,-50.8,12-Apr-20
West Dunbartonshire,HSC partnership,35.5,Aged 5 to 14,11,-69,12-Apr-20
West Dunbartonshire,HSC partnership,32.5,Aged 65 to 74,16,-50.8,12-Apr-20
West Dunbartonshire,HSC partnership,22.5,Aged 75 to 84,13,-42.2,12-Apr-20
West Dunbartonshire,HSC partnership,52,Aged under 5,13,-75,12-Apr-20
West Lothian,HSC partnership,386,Aged 15 to 44,182,-52.8,12-Apr-20
West Lothian,HSC partnership,238,Aged 45 to 64,134,-43.7,12-Apr-20
West Lothian,HSC partnership,95.5,Aged 5 to 14,60,-37.2,12-Apr-20
West Lothian,HSC partnership,89.5,Aged 65 to 74,47,-47.5,12-Apr-20
West Lothian,HSC partnership,74.5,Aged 75 to 84,43,-42.3,12-Apr-20
West Lothian,HSC partnership,32.5,Aged 85 and over,17,-47.7,12-Apr-20
West Lothian,HSC partnership,79,Aged under 5,35,-55.7,12-Apr-20
Western Isles,HSC partnership,41.5,Aged 15 to 44,8,-80.7,12-Apr-20
Western Isles,HSC partnership,25,Aged 45 to 64,9,-64,12-Apr-20
Western Isles,HSC partnership,16,Aged 65 to 74,5,-68.8,12-Apr-20
Western Isles,HSC partnership,15.5,Aged 75 to 84,11,-29,12-Apr-20
Aberdeen City,HSC partnership,393.5,Aged 15 to 44,166,-57.8,19-Apr-20
Aberdeen City,HSC partnership,187.5,Aged 45 to 64,103,-45.1,19-Apr-20
Aberdeen City,HSC partnership,117,Aged 5 to 14,32,-72.6,19-Apr-20
Aberdeen City,HSC partnership,69.5,Aged 65 to 74,52,-25.2,19-Apr-20
Aberdeen City,HSC partnership,56,Aged 75 to 84,41,-26.8,19-Apr-20
Aberdeen City,HSC partnership,39.5,Aged 85 and over,36,-8.9,19-Apr-20
Aberdeen City,HSC partnership,85,Aged under 5,37,-56.5,19-Apr-20
Aberdeenshire,HSC partnership,171.5,Aged 15 to 44,97,-43.4,19-Apr-20
Aberdeenshire,HSC partnership,118.5,Aged 45 to 64,59,-50.2,19-Apr-20
Aberdeenshire,HSC partnership,107.5,Aged 5 to 14,37,-65.6,19-Apr-20
Aberdeenshire,HSC partnership,53.5,Aged 65 to 74,27,-49.5,19-Apr-20
