Area_name,Area_type,Average_2018_2019,Category,Count,Type,Variation (%),Week_ending
Clackmannanshire & Stirling,HSC partnership,113.5,Aged 45 to 64,92,Age Group,-18.9,06 Sep 20
Clackmannanshire & Stirling,HSC partnership,35,Aged 5 to 14,20,Age Group,-42.9,06 Sep 20
Clackmannanshire & Stirling,HSC partnership,43,Aged 65 to 74,41,Age Group,-4.7,06 Sep 20
Clackmannanshire & Stirling,HSC partnership,44.5,Aged 75 to 84,37,Age Group,-16.9,06 Sep 20
Clackmannanshire & Stirling,HSC partnership,29,Aged 85 and over,27,Age Group,-6.9,06 Sep 20
Clackmannanshire & Stirling,HSC partnership,30,Aged under 5,24,Age Group,-20,06 Sep 20
Dumfries & Galloway,HSC partnership,315,Aged 15 to 44,271,Age Group,-14,06 Sep 20
Dumfries & Galloway,HSC partnership,195.5,Aged 45 to 64,192,Age Group,-1.8,06 Sep 20
Dumfries & Galloway,HSC partnership,81.5,Aged 5 to 14,80,Age Group,-1.8,06 Sep 20
Dumfries & Galloway,HSC partnership,110,Aged 65 to 74,99,Age Group,-10,06 Sep 20
Dumfries & Galloway,HSC partnership,89.5,Aged 75 to 84,89,Age Group,-0.6,06 Sep 20
Dumfries & Galloway,HSC partnership,53.5,Aged 85 and over,50,Age Group,-6.5,06 Sep 20
Dumfries & Galloway,HSC partnership,69,Aged under 5,41,Age Group,-40.6,06 Sep 20
Dundee City,HSC partnership,251,Aged 15 to 44,244,Age Group,-2.8,06 Sep 20
Dundee City,HSC partnership,115.5,Aged 45 to 64,127,Age Group,10,06 Sep 20
Dundee City,HSC partnership,71.5,Aged 5 to 14,49,Age Group,-31.5,06 Sep 20
Dundee City,HSC partnership,38,Aged 65 to 74,44,Age Group,15.8,06 Sep 20
Dundee City,HSC partnership,57,Aged 75 to 84,36,Age Group,-36.8,06 Sep 20
Dundee City,HSC partnership,27,Aged 85 and over,24,Age Group,-11.1,06 Sep 20
Dundee City,HSC partnership,47.5,Aged under 5,37,Age Group,-22.1,06 Sep 20
East Ayrshire,HSC partnership,288,Aged 15 to 44,209,Age Group,-27.4,06 Sep 20
East Ayrshire,HSC partnership,163,Aged 45 to 64,166,Age Group,1.8,06 Sep 20
East Ayrshire,HSC partnership,94.5,Aged 5 to 14,89,Age Group,-5.8,06 Sep 20
East Ayrshire,HSC partnership,76.5,Aged 65 to 74,66,Age Group,-13.7,06 Sep 20
East Ayrshire,HSC partnership,54,Aged 75 to 84,45,Age Group,-16.7,06 Sep 20
East Ayrshire,HSC partnership,25.5,Aged 85 and over,26,Age Group,2,06 Sep 20
East Ayrshire,HSC partnership,83.5,Aged under 5,45,Age Group,-46.1,06 Sep 20
East Dunbartonshire,HSC partnership,110,Aged 15 to 44,82,Age Group,-25.5,06 Sep 20
East Dunbartonshire,HSC partnership,69,Aged 45 to 64,64,Age Group,-7.2,06 Sep 20
East Dunbartonshire,HSC partnership,58.5,Aged 5 to 14,52,Age Group,-11.1,06 Sep 20
East Dunbartonshire,HSC partnership,36,Aged 65 to 74,35,Age Group,-2.8,06 Sep 20
East Dunbartonshire,HSC partnership,43,Aged 75 to 84,34,Age Group,-20.9,06 Sep 20
East Dunbartonshire,HSC partnership,34,Aged 85 and over,27,Age Group,-20.6,06 Sep 20
East Dunbartonshire,HSC partnership,44,Aged under 5,44,Age Group,0,06 Sep 20
East Lothian,HSC partnership,159,Aged 15 to 44,132,Age Group,-17,06 Sep 20
East Lothian,HSC partnership,98.5,Aged 45 to 64,92,Age Group,-6.6,06 Sep 20
East Lothian,HSC partnership,86.5,Aged 5 to 14,74,Age Group,-14.5,06 Sep 20
East Lothian,HSC partnership,41,Aged 65 to 74,41,Age Group,0,06 Sep 20
East Lothian,HSC partnership,35.5,Aged 75 to 84,39,Age Group,9.9,06 Sep 20
East Lothian,HSC partnership,23,Aged 85 and over,25,Age Group,8.7,06 Sep 20
East Lothian,HSC partnership,63.5,Aged under 5,38,Age Group,-40.2,06 Sep 20
East Renfrewshire,HSC partnership,119.5,Aged 15 to 44,99,Age Group,-17.2,06 Sep 20
East Renfrewshire,HSC partnership,83.5,Aged 45 to 64,75,Age Group,-10.2,06 Sep 20
East Renfrewshire,HSC partnership,58.5,Aged 5 to 14,38,Age Group,-35,06 Sep 20
East Renfrewshire,HSC partnership,39.5,Aged 65 to 74,24,Age Group,-39.2,06 Sep 20
East Renfrewshire,HSC partnership,30,Aged 75 to 84,46,Age Group,53.3,06 Sep 20
East Renfrewshire,HSC partnership,30.5,Aged 85 and over,22,Age Group,-27.9,06 Sep 20
East Renfrewshire,HSC partnership,57.5,Aged under 5,28,Age Group,-51.3,06 Sep 20
Edinburgh,HSC partnership,691.5,Aged 15 to 44,629,Age Group,-9,06 Sep 20
Edinburgh,HSC partnership,356,Aged 45 to 64,353,Age Group,-0.8,06 Sep 20
Edinburgh,HSC partnership,323.5,Aged 5 to 14,319,Age Group,-1.4,06 Sep 20
Edinburgh,HSC partnership,151,Aged 65 to 74,139,Age Group,-7.9,06 Sep 20
Edinburgh,HSC partnership,137.5,Aged 75 to 84,150,Age Group,9.1,06 Sep 20
Edinburgh,HSC partnership,90.5,Aged 85 and over,105,Age Group,16,06 Sep 20
Edinburgh,HSC partnership,322.5,Aged under 5,278,Age Group,-13.8,06 Sep 20
Falkirk,HSC partnership,283,Aged 15 to 44,179,Age Group,-36.7,06 Sep 20
Falkirk,HSC partnership,160,Aged 45 to 64,119,Age Group,-25.6,06 Sep 20
Falkirk,HSC partnership,87,Aged 5 to 14,34,Age Group,-60.9,06 Sep 20
Falkirk,HSC partnership,69.5,Aged 65 to 74,65,Age Group,-6.5,06 Sep 20
Falkirk,HSC partnership,70,Aged 75 to 84,71,Age Group,1.4,06 Sep 20
Falkirk,HSC partnership,27,Aged 85 and over,38,Age Group,40.7,06 Sep 20
Falkirk,HSC partnership,54.5,Aged under 5,32,Age Group,-41.3,06 Sep 20
Fife,HSC partnership,586.5,Aged 15 to 44,437,Age Group,-25.5,06 Sep 20
Fife,HSC partnership,302.5,Aged 45 to 64,276,Age Group,-8.8,06 Sep 20
Fife,HSC partnership,157.5,Aged 5 to 14,146,Age Group,-7.3,06 Sep 20
Fife,HSC partnership,144.5,Aged 65 to 74,135,Age Group,-6.6,06 Sep 20
Fife,HSC partnership,123,Aged 75 to 84,107,Age Group,-13,06 Sep 20
Fife,HSC partnership,64,Aged 85 and over,79,Age Group,23.4,06 Sep 20
Fife,HSC partnership,101.5,Aged under 5,83,Age Group,-18.2,06 Sep 20
Glasgow City,HSC partnership,1457,Aged 15 to 44,1053,Age Group,-27.7,06 Sep 20
Glasgow City,HSC partnership,770.5,Aged 45 to 64,629,Age Group,-18.4,06 Sep 20
Glasgow City,HSC partnership,354,Aged 5 to 14,276,Age Group,-22,06 Sep 20
Glasgow City,HSC partnership,244.5,Aged 65 to 74,213,Age Group,-12.9,06 Sep 20
Glasgow City,HSC partnership,213,Aged 75 to 84,177,Age Group,-16.9,06 Sep 20
Glasgow City,HSC partnership,133.5,Aged 85 and over,118,Age Group,-11.6,06 Sep 20
Glasgow City,HSC partnership,380,Aged under 5,277,Age Group,-27.1,06 Sep 20
Highland,HSC partnership,363,Aged 15 to 44,327,Age Group,-9.9,06 Sep 20
Highland,HSC partnership,218.5,Aged 45 to 64,203,Age Group,-7.1,06 Sep 20
Highland,HSC partnership,120.5,Aged 5 to 14,99,Age Group,-17.8,06 Sep 20
Highland,HSC partnership,94,Aged 65 to 74,77,Age Group,-18.1,06 Sep 20
Highland,HSC partnership,89.5,Aged 75 to 84,92,Age Group,2.8,06 Sep 20
Highland,HSC partnership,49,Aged 85 and over,48,Age Group,-2,06 Sep 20
Highland,HSC partnership,62.5,Aged under 5,48,Age Group,-23.2,06 Sep 20
Inverclyde,HSC partnership,221.5,Aged 15 to 44,170,Age Group,-23.3,06 Sep 20
Inverclyde,HSC partnership,160.5,Aged 45 to 64,129,Age Group,-19.6,06 Sep 20
Inverclyde,HSC partnership,65.5,Aged 5 to 14,45,Age Group,-31.3,06 Sep 20
Inverclyde,HSC partnership,56,Aged 65 to 74,59,Age Group,5.4,06 Sep 20
Inverclyde,HSC partnership,56.5,Aged 75 to 84,40,Age Group,-29.2,06 Sep 20
Inverclyde,HSC partnership,28.5,Aged 85 and over,13,Age Group,-54.4,06 Sep 20
Inverclyde,HSC partnership,42,Aged under 5,41,Age Group,-2.4,06 Sep 20
Midlothian,HSC partnership,175,Aged 15 to 44,163,Age Group,-6.9,06 Sep 20
Midlothian,HSC partnership,110.5,Aged 45 to 64,103,Age Group,-6.8,06 Sep 20
Midlothian,HSC partnership,77,Aged 5 to 14,77,Age Group,0,06 Sep 20
Midlothian,HSC partnership,48.5,Aged 65 to 74,48,Age Group,-1,06 Sep 20
Midlothian,HSC partnership,39.5,Aged 75 to 84,45,Age Group,13.9,06 Sep 20
Midlothian,HSC partnership,20.5,Aged 85 and over,21,Age Group,2.4,06 Sep 20
Midlothian,HSC partnership,76,Aged under 5,72,Age Group,-5.3,06 Sep 20
Moray,HSC partnership,176,Aged 15 to 44,139,Age Group,-21,06 Sep 20
Moray,HSC partnership,106.5,Aged 45 to 64,94,Age Group,-11.7,06 Sep 20
Moray,HSC partnership,55,Aged 5 to 14,45,Age Group,-18.2,06 Sep 20
Moray,HSC partnership,49.5,Aged 65 to 74,39,Age Group,-21.2,06 Sep 20
Moray,HSC partnership,43.5,Aged 75 to 84,41,Age Group,-5.7,06 Sep 20
Moray,HSC partnership,22,Aged 85 and over,24,Age Group,9.1,06 Sep 20
Moray,HSC partnership,34.5,Aged under 5,23,Age Group,-33.3,06 Sep 20
NHS Ayrshire & Arran,Health board,770.5,Aged 15 to 44,608,Age Group,-21.1,06 Sep 20
NHS Ayrshire & Arran,Health board,470,Aged 45 to 64,486,Age Group,3.4,06 Sep 20
NHS Ayrshire & Arran,Health board,254,Aged 5 to 14,232,Age Group,-8.7,06 Sep 20
NHS Ayrshire & Arran,Health board,214.5,Aged 65 to 74,185,Age Group,-13.8,06 Sep 20
NHS Ayrshire & Arran,Health board,183,Aged 75 to 84,185,Age Group,1.1,06 Sep 20
NHS Ayrshire & Arran,Health board,95.5,Aged 85 and over,83,Age Group,-13.1,06 Sep 20
NHS Ayrshire & Arran,Health board,218,Aged under 5,129,Age Group,-40.8,06 Sep 20
NHS Borders,Health board,182,Aged 15 to 44,170,Age Group,-6.6,06 Sep 20
NHS Borders,Health board,159,Aged 45 to 64,153,Age Group,-3.8,06 Sep 20
NHS Borders,Health board,56,Aged 5 to 14,69,Age Group,23.2,06 Sep 20
NHS Borders,Health board,71.5,Aged 65 to 74,82,Age Group,14.7,06 Sep 20
NHS Borders,Health board,73,Aged 75 to 84,73,Age Group,0,06 Sep 20
NHS Borders,Health board,36,Aged 85 and over,47,Age Group,30.6,06 Sep 20
NHS Borders,Health board,24.5,Aged under 5,23,Age Group,-6.1,06 Sep 20
NHS Dumfries & Galloway,Health board,326,Aged 15 to 44,276,Age Group,-15.3,06 Sep 20
NHS Dumfries & Galloway,Health board,206.5,Aged 45 to 64,195,Age Group,-5.6,06 Sep 20
NHS Dumfries & Galloway,Health board,83.5,Aged 5 to 14,80,Age Group,-4.2,06 Sep 20
NHS Dumfries & Galloway,Health board,115,Aged 65 to 74,101,Age Group,-12.2,06 Sep 20
NHS Dumfries & Galloway,Health board,90.5,Aged 75 to 84,89,Age Group,-1.7,06 Sep 20
NHS Dumfries & Galloway,Health board,53.5,Aged 85 and over,51,Age Group,-4.7,06 Sep 20
NHS Dumfries & Galloway,Health board,72,Aged under 5,43,Age Group,-40.3,06 Sep 20
NHS Fife,Health board,529,Aged 15 to 44,410,Age Group,-22.5,06 Sep 20
NHS Fife,Health board,270,Aged 45 to 64,253,Age Group,-6.3,06 Sep 20
NHS Fife,Health board,132.5,Aged 5 to 14,130,Age Group,-1.9,06 Sep 20
NHS Fife,Health board,133.5,Aged 65 to 74,120,Age Group,-10.1,06 Sep 20
NHS Fife,Health board,111.5,Aged 75 to 84,99,Age Group,-11.2,06 Sep 20
NHS Fife,Health board,59.5,Aged 85 and over,73,Age Group,22.7,06 Sep 20
NHS Fife,Health board,92,Aged under 5,79,Age Group,-14.1,06 Sep 20
NHS Forth Valley,Health board,472,Aged 15 to 44,300,Age Group,-36.4,06 Sep 20
NHS Forth Valley,Health board,287,Aged 45 to 64,217,Age Group,-24.4,06 Sep 20
NHS Forth Valley,Health board,124.5,Aged 5 to 14,52,Age Group,-58.2,06 Sep 20
NHS Forth Valley,Health board,117.5,Aged 65 to 74,104,Age Group,-11.5,06 Sep 20
NHS Forth Valley,Health board,118,Aged 75 to 84,107,Age Group,-9.3,06 Sep 20
NHS Forth Valley,Health board,58,Aged 85 and over,66,Age Group,13.8,06 Sep 20
NHS Forth Valley,Health board,87.5,Aged under 5,54,Age Group,-38.3,06 Sep 20
NHS Grampian,Health board,806.5,Aged 15 to 44,580,Age Group,-28.1,06 Sep 20
NHS Grampian,Health board,394,Aged 45 to 64,390,Age Group,-1,06 Sep 20
NHS Grampian,Health board,288,Aged 5 to 14,241,Age Group,-16.3,06 Sep 20
NHS Grampian,Health board,162,Aged 65 to 74,157,Age Group,-3.1,06 Sep 20
NHS Grampian,Health board,152,Aged 75 to 84,147,Age Group,-3.3,06 Sep 20
NHS Grampian,Health board,87.5,Aged 85 and over,79,Age Group,-9.7,06 Sep 20
NHS Grampian,Health board,164,Aged under 5,115,Age Group,-29.9,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,2714,Aged 15 to 44,1940,Age Group,-28.5,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,1546.5,Aged 45 to 64,1252,Age Group,-19,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,821,Aged 5 to 14,612,Age Group,-25.5,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,570.5,Aged 65 to 74,488,Age Group,-14.5,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,514,Aged 75 to 84,427,Age Group,-16.9,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,324,Aged 85 and over,249,Age Group,-23.1,06 Sep 20
NHS Greater Glasgow & Clyde,Health board,793,Aged under 5,563,Age Group,-29,06 Sep 20
NHS Highland,Health board,421.5,Aged 15 to 44,374,Age Group,-11.3,06 Sep 20
NHS Highland,Health board,274,Aged 45 to 64,254,Age Group,-7.3,06 Sep 20
NHS Highland,Health board,134.5,Aged 5 to 14,111,Age Group,-17.5,06 Sep 20
NHS Highland,Health board,113.5,Aged 65 to 74,88,Age Group,-22.5,06 Sep 20
NHS Highland,Health board,104,Aged 75 to 84,108,Age Group,3.8,06 Sep 20
NHS Highland,Health board,59.5,Aged 85 and over,56,Age Group,-5.9,06 Sep 20
NHS Highland,Health board,69,Aged under 5,58,Age Group,-15.9,06 Sep 20
NHS Lanarkshire,Health board,1521,Aged 15 to 44,1298,Age Group,-14.7,06 Sep 20
NHS Lanarkshire,Health board,1017,Aged 45 to 64,968,Age Group,-4.8,06 Sep 20
NHS Lanarkshire,Health board,402.5,Aged 5 to 14,325,Age Group,-19.3,06 Sep 20
NHS Lanarkshire,Health board,407.5,Aged 65 to 74,427,Age Group,4.8,06 Sep 20
NHS Lanarkshire,Health board,379.5,Aged 75 to 84,354,Age Group,-6.7,06 Sep 20
NHS Lanarkshire,Health board,173.5,Aged 85 and over,177,Age Group,2,06 Sep 20
NHS Lanarkshire,Health board,226.5,Aged under 5,196,Age Group,-13.5,06 Sep 20
NHS Lothian,Health board,1491.5,Aged 15 to 44,1327,Age Group,-11,06 Sep 20
NHS Lothian,Health board,845,Aged 45 to 64,780,Age Group,-7.7,06 Sep 20
NHS Lothian,Health board,661,Aged 5 to 14,585,Age Group,-11.5,06 Sep 20
NHS Lothian,Health board,346.5,Aged 65 to 74,294,Age Group,-15.2,06 Sep 20
NHS Lothian,Health board,294.5,Aged 75 to 84,310,Age Group,5.3,06 Sep 20
NHS Lothian,Health board,161.5,Aged 85 and over,186,Age Group,15.2,06 Sep 20
NHS Lothian,Health board,562,Aged under 5,492,Age Group,-12.5,06 Sep 20
NHS Orkney,Health board,38.5,Aged 15 to 44,33,Age Group,-14.3,06 Sep 20
NHS Orkney,Health board,29.5,Aged 45 to 64,33,Age Group,11.9,06 Sep 20
NHS Orkney,Health board,14.5,Aged 5 to 14,12,Age Group,-17.2,06 Sep 20
NHS Orkney,Health board,16,Aged 65 to 74,16,Age Group,0,06 Sep 20
NHS Orkney,Health board,12.5,Aged 75 to 84,12,Age Group,-4,06 Sep 20
NHS Orkney,Health board,4.5,Aged 85 and over,10,Age Group,122.2,06 Sep 20
NHS Orkney,Health board,9,Aged under 5,6,Age Group,-33.3,06 Sep 20
NHS Shetland,Health board,43.5,Aged 15 to 44,42,Age Group,-3.4,06 Sep 20
NHS Shetland,Health board,32,Aged 45 to 64,33,Age Group,3.1,06 Sep 20
NHS Shetland,Health board,18.5,Aged 5 to 14,7,Age Group,-62.2,06 Sep 20
NHS Shetland,Health board,16.5,Aged 65 to 74,13,Age Group,-21.2,06 Sep 20
NHS Shetland,Health board,12,Aged 75 to 84,12,Age Group,0,06 Sep 20
NHS Shetland,Health board,5.5,Aged 85 and over,6,Age Group,9.1,06 Sep 20
NHS Shetland,Health board,8,Aged under 5,15,Age Group,87.5,06 Sep 20
NHS Tayside,Health board,592,Aged 15 to 44,507,Age Group,-14.4,06 Sep 20
NHS Tayside,Health board,299,Aged 45 to 64,297,Age Group,-0.7,06 Sep 20
NHS Tayside,Health board,180,Aged 5 to 14,147,Age Group,-18.3,06 Sep 20
NHS Tayside,Health board,124.5,Aged 65 to 74,134,Age Group,7.6,06 Sep 20
NHS Tayside,Health board,147,Aged 75 to 84,114,Age Group,-22.4,06 Sep 20
NHS Tayside,Health board,80,Aged 85 and over,75,Age Group,-6.2,06 Sep 20
NHS Tayside,Health board,107,Aged under 5,95,Age Group,-11.2,06 Sep 20
NHS Western Isles,Health board,39,Aged 15 to 44,31,Age Group,-20.5,06 Sep 20
NHS Western Isles,Health board,31.5,Aged 45 to 64,28,Age Group,-11.1,06 Sep 20
NHS Western Isles,Health board,14,Aged 5 to 14,7,Age Group,-50,06 Sep 20
NHS Western Isles,Health board,13,Aged 65 to 74,15,Age Group,15.4,06 Sep 20
NHS Western Isles,Health board,11.5,Aged 75 to 84,7,Age Group,-39.1,06 Sep 20
NHS Western Isles,Health board,7,Aged 85 and over,6,Age Group,-14.3,06 Sep 20
North Ayrshire,HSC partnership,271,Aged 15 to 44,224,Age Group,-17.3,06 Sep 20
North Ayrshire,HSC partnership,175,Aged 45 to 64,170,Age Group,-2.9,06 Sep 20
North Ayrshire,HSC partnership,87.5,Aged 5 to 14,78,Age Group,-10.9,06 Sep 20
North Ayrshire,HSC partnership,78,Aged 65 to 74,61,Age Group,-21.8,06 Sep 20
North Ayrshire,HSC partnership,71,Aged 75 to 84,73,Age Group,2.8,06 Sep 20
North Ayrshire,HSC partnership,33.5,Aged 85 and over,31,Age Group,-7.5,06 Sep 20
North Ayrshire,HSC partnership,72.5,Aged under 5,52,Age Group,-28.3,06 Sep 20
North Lanarkshire,HSC partnership,940,Aged 15 to 44,780,Age Group,-17,06 Sep 20
North Lanarkshire,HSC partnership,610,Aged 45 to 64,544,Age Group,-10.8,06 Sep 20
North Lanarkshire,HSC partnership,272.5,Aged 5 to 14,197,Age Group,-27.7,06 Sep 20
North Lanarkshire,HSC partnership,234.5,Aged 65 to 74,244,Age Group,4.1,06 Sep 20
North Lanarkshire,HSC partnership,207,Aged 75 to 84,197,Age Group,-4.8,06 Sep 20
North Lanarkshire,HSC partnership,83,Aged 85 and over,81,Age Group,-2.4,06 Sep 20
North Lanarkshire,HSC partnership,177.5,Aged under 5,135,Age Group,-23.9,06 Sep 20
Orkney Islands,HSC partnership,37.5,Aged 15 to 44,30,Age Group,-20,06 Sep 20
Orkney Islands,HSC partnership,30.5,Aged 45 to 64,33,Age Group,8.2,06 Sep 20
Orkney Islands,HSC partnership,13.5,Aged 5 to 14,12,Age Group,-11.1,06 Sep 20
Orkney Islands,HSC partnership,14,Aged 65 to 74,12,Age Group,-14.3,06 Sep 20
Orkney Islands,HSC partnership,11.5,Aged 75 to 84,12,Age Group,4.3,06 Sep 20
Orkney Islands,HSC partnership,5,Aged 85 and over,9,Age Group,80,06 Sep 20
Orkney Islands,HSC partnership,8.5,Aged under 5,7,Age Group,-17.6,06 Sep 20
Perth & Kinross,HSC partnership,206,Aged 15 to 44,172,Age Group,-16.5,06 Sep 20
Perth & Kinross,HSC partnership,113,Aged 45 to 64,106,Age Group,-6.2,06 Sep 20
Perth & Kinross,HSC partnership,72,Aged 5 to 14,64,Age Group,-11.1,06 Sep 20
Perth & Kinross,HSC partnership,51.5,Aged 65 to 74,42,Age Group,-18.4,06 Sep 20
Perth & Kinross,HSC partnership,51.5,Aged 75 to 84,47,Age Group,-8.7,06 Sep 20
Perth & Kinross,HSC partnership,30.5,Aged 85 and over,28,Age Group,-8.2,06 Sep 20
Perth & Kinross,HSC partnership,35,Aged under 5,33,Age Group,-5.7,06 Sep 20
Renfrewshire,HSC partnership,433,Aged 15 to 44,331,Age Group,-23.6,06 Sep 20
Renfrewshire,HSC partnership,249.5,Aged 45 to 64,216,Age Group,-13.4,06 Sep 20
Renfrewshire,HSC partnership,148,Aged 5 to 14,107,Age Group,-27.7,06 Sep 20
Renfrewshire,HSC partnership,111,Aged 65 to 74,93,Age Group,-16.2,06 Sep 20
Renfrewshire,HSC partnership,101,Aged 75 to 84,72,Age Group,-28.7,06 Sep 20
Renfrewshire,HSC partnership,64,Aged 85 and over,45,Age Group,-29.7,06 Sep 20
Renfrewshire,HSC partnership,102,Aged under 5,73,Age Group,-28.4,06 Sep 20
Scotland,Scotland,9947,Aged 15 to 44,7896,Age Group,-20.6,06 Sep 20
Scotland,Scotland,5861,Aged 45 to 64,5339,Age Group,-8.9,06 Sep 20
Scotland,Scotland,3184.5,Aged 5 to 14,2610,Age Group,-18,06 Sep 20
Scotland,Scotland,2422,Aged 65 to 74,2224,Age Group,-8.2,06 Sep 20
Scotland,Scotland,2203,Aged 75 to 84,2044,Age Group,-7.2,06 Sep 20
Scotland,Scotland,1205.5,Aged 85 and over,1164,Age Group,-3.4,06 Sep 20
Scotland,Scotland,2439,Aged under 5,1871,Age Group,-23.3,06 Sep 20
Scottish Borders,HSC partnership,186.5,Aged 15 to 44,171,Age Group,-8.3,06 Sep 20
Scottish Borders,HSC partnership,158.5,Aged 45 to 64,150,Age Group,-5.4,06 Sep 20
Scottish Borders,HSC partnership,60,Aged 5 to 14,70,Age Group,16.7,06 Sep 20
Scottish Borders,HSC partnership,74,Aged 65 to 74,81,Age Group,9.5,06 Sep 20
Scottish Borders,HSC partnership,72,Aged 75 to 84,73,Age Group,1.4,06 Sep 20
Scottish Borders,HSC partnership,35,Aged 85 and over,44,Age Group,25.7,06 Sep 20
Scottish Borders,HSC partnership,26.5,Aged under 5,25,Age Group,-5.7,06 Sep 20
Shetland Islands,HSC partnership,40.5,Aged 15 to 44,37,Age Group,-8.6,06 Sep 20
Shetland Islands,HSC partnership,30,Aged 45 to 64,30,Age Group,0,06 Sep 20
Shetland Islands,HSC partnership,19,Aged 5 to 14,7,Age Group,-63.2,06 Sep 20
Shetland Islands,HSC partnership,16.5,Aged 65 to 74,14,Age Group,-15.2,06 Sep 20
Shetland Islands,HSC partnership,12,Aged 75 to 84,11,Age Group,-8.3,06 Sep 20
Shetland Islands,HSC partnership,5.5,Aged 85 and over,6,Age Group,9.1,06 Sep 20
Shetland Islands,HSC partnership,7.5,Aged under 5,15,Age Group,100,06 Sep 20
South Ayrshire,HSC partnership,233,Aged 15 to 44,162,Age Group,-30.5,06 Sep 20
South Ayrshire,HSC partnership,142.5,Aged 45 to 64,150,Age Group,5.3,06 Sep 20
South Ayrshire,HSC partnership,80.5,Aged 5 to 14,66,Age Group,-18,06 Sep 20
South Ayrshire,HSC partnership,72,Aged 65 to 74,61,Age Group,-15.3,06 Sep 20
South Ayrshire,HSC partnership,63,Aged 75 to 84,70,Age Group,11.1,06 Sep 20
South Ayrshire,HSC partnership,40,Aged 85 and over,30,Age Group,-25,06 Sep 20
South Ayrshire,HSC partnership,62.5,Aged under 5,32,Age Group,-48.8,06 Sep 20
South Lanarkshire,HSC partnership,705.5,Aged 15 to 44,579,Age Group,-17.9,06 Sep 20
South Lanarkshire,HSC partnership,486.5,Aged 45 to 64,497,Age Group,2.2,06 Sep 20
South Lanarkshire,HSC partnership,203,Aged 5 to 14,174,Age Group,-14.3,06 Sep 20
South Lanarkshire,HSC partnership,184.5,Aged 65 to 74,199,Age Group,7.9,06 Sep 20
South Lanarkshire,HSC partnership,185,Aged 75 to 84,182,Age Group,-1.6,06 Sep 20
South Lanarkshire,HSC partnership,98.5,Aged 85 and over,101,Age Group,2.5,06 Sep 20
South Lanarkshire,HSC partnership,152.5,Aged under 5,120,Age Group,-21.3,06 Sep 20
West Dunbartonshire,HSC partnership,143.5,Aged 15 to 44,125,Age Group,-12.9,06 Sep 20
West Dunbartonshire,HSC partnership,85.5,Aged 45 to 64,68,Age Group,-20.5,06 Sep 20
West Dunbartonshire,HSC partnership,40,Aged 5 to 14,35,Age Group,-12.5,06 Sep 20
West Dunbartonshire,HSC partnership,36,Aged 65 to 74,36,Age Group,0,06 Sep 20
West Dunbartonshire,HSC partnership,29.5,Aged 75 to 84,19,Age Group,-35.6,06 Sep 20
West Dunbartonshire,HSC partnership,13,Aged 85 and over,9,Age Group,-30.8,06 Sep 20
West Dunbartonshire,HSC partnership,42,Aged under 5,29,Age Group,-31,06 Sep 20
West Lothian,HSC partnership,414,Aged 15 to 44,369,Age Group,-10.9,06 Sep 20
West Lothian,HSC partnership,253.5,Aged 45 to 64,228,Age Group,-10.1,06 Sep 20
West Lothian,HSC partnership,163.5,Aged 5 to 14,106,Age Group,-35.2,06 Sep 20
West Lothian,HSC partnership,99.5,Aged 65 to 74,66,Age Group,-33.7,06 Sep 20
West Lothian,HSC partnership,80,Aged 75 to 84,78,Age Group,-2.5,06 Sep 20
West Lothian,HSC partnership,28.5,Aged 85 and over,34,Age Group,19.3,06 Sep 20
West Lothian,HSC partnership,90,Aged under 5,98,Age Group,8.9,06 Sep 20
Western Isles,HSC partnership,37.5,Aged 15 to 44,27,Age Group,-28,06 Sep 20
Western Isles,HSC partnership,33,Aged 45 to 64,27,Age Group,-18.2,06 Sep 20
Western Isles,HSC partnership,14.5,Aged 5 to 14,7,Age Group,-51.7,06 Sep 20
Western Isles,HSC partnership,14,Aged 65 to 74,15,Age Group,7.1,06 Sep 20
Western Isles,HSC partnership,11.5,Aged 75 to 84,6,Age Group,-47.8,06 Sep 20
Western Isles,HSC partnership,7,Aged 85 and over,6,Age Group,-14.3,06 Sep 20
Aberdeen City,HSC partnership,396.5,Aged 15 to 44,308,Age Group,-22.3,13 Sep 20
Aberdeen City,HSC partnership,181.5,Aged 45 to 64,153,Age Group,-15.7,13 Sep 20
Aberdeen City,HSC partnership,120.5,Aged 5 to 14,96,Age Group,-20.3,13 Sep 20
Aberdeen City,HSC partnership,82.5,Aged 65 to 74,64,Age Group,-22.4,13 Sep 20
Aberdeen City,HSC partnership,55.5,Aged 75 to 84,53,Age Group,-4.5,13 Sep 20
Aberdeen City,HSC partnership,42,Aged 85 and over,38,Age Group,-9.5,13 Sep 20
Aberdeen City,HSC partnership,81.5,Aged under 5,43,Age Group,-47.2,13 Sep 20
Aberdeenshire,HSC partnership,183.5,Aged 15 to 44,151,Age Group,-17.7,13 Sep 20
Aberdeenshire,HSC partnership,108.5,Aged 45 to 64,116,Age Group,6.9,13 Sep 20
Aberdeenshire,HSC partnership,82.5,Aged 5 to 14,84,Age Group,1.8,13 Sep 20
